id,label,conversation
2605,Neutral,"العميل: هل يمكن رفض السحب بسبب إعدادات الأمان؟
الموظف: نعم، بعض العمليات تُرفض لأسباب أمنية."
2606,Negative,"العميل: البطاقة ترفض السحب رغم إن فيها رصيد.
الموظف: بنشيّك عليها ونتواصل معك."
2607,Neutral,"العميل: فيه حد معين للسحب باليوم؟
الموظف: إيه، يعتمد على البطاقة."
2608,Positive,"العميل: قدرت أسحب بعد التحديث.
الموظف: حلو، وأي وقت بالخدمة."
2609,Neutral,"العميل: ما الأسباب الشائعة لرفض السحب النقدي؟
الموظف: من أبرزها تجاوز الحد اليومي أو رصيد غير كافٍ أو عطل بالصراف."
2610,Positive,"العميل: تم حل مشكلة السحب، شكراً للدعم السريع.
الموظف: نسعد دائمًا بخدمتك وتيسير أمورك البنكية."
2611,Neutral,"العميل: فيه حد معين للسحب باليوم؟
الموظف: إيه، يعتمد على البطاقة."
2612,Negative,"العميل: البطاقة ترفض السحب رغم إن فيها رصيد.
الموظف: بنشيّك عليها ونتواصل معك."
2613,Positive,"العميل: تم حل مشكلة السحب، شكراً للدعم السريع.
الموظف: نسعد دائمًا بخدمتك وتيسير أمورك البنكية."
2614,Positive,"العميل: قدرت أسحب بعد التحديث.
الموظف: حلو، وأي وقت بالخدمة."
2615,Negative,"العميل: حاولت السحب لكن العملية تم رفضها.
الموظف: نأسف لذلك، دعنا نتحقق من السبب فوراً."
2616,Neutral,"العميل: أحيانًا يرفض الجهاز السحب، ليه؟
الموظف: يمكن يكون عطل بالصراف أو الحماية."
2617,Negative,"العميل: لا يمكنني سحب أي مبلغ رغم وجود رصيد.
الموظف: نتحقق من البطاقة والحدود اليومية فورًا."
2618,Positive,"العميل: تم حل مشكلة السحب، شكراً للدعم السريع.
الموظف: نسعد دائمًا بخدمتك وتيسير أمورك البنكية."
2619,Neutral,"العميل: أحيانًا يرفض الجهاز السحب، ليه؟
الموظف: يمكن يكون عطل بالصراف أو الحماية."
2620,Neutral,"العميل: ليه تنرفض السحوبات أحيانًا؟
الموظف: ممكن بسبب الرصيد أو الحد اليومي."
2621,Positive,"العميل: تم حل مشكلة السحب، شكراً للدعم السريع.
الموظف: نسعد دائمًا بخدمتك وتيسير أمورك البنكية."
2622,Neutral,"العميل: فيه حد معين للسحب باليوم؟
الموظف: إيه، يعتمد على البطاقة."
2623,Negative,"العميل: ما قدرت أسحب من أي جهاز.
الموظف: نتابع الموضوع ونرجع لك."
2624,Negative,"العميل: تم رفض السحب بدون سبب واضح.
الموظف: نراجع حالتك الآن ونتواصل فور توفر التفاصيل."
2625,Neutral,"العميل: أحيانًا يرفض الجهاز السحب، ليه؟
الموظف: يمكن يكون عطل بالصراف أو الحماية."
2626,Negative,"العميل: لا يمكنني سحب أي مبلغ رغم وجود رصيد.
الموظف: نتحقق من البطاقة والحدود اليومية فورًا."
2627,Positive,"العميل: تم تفعيل البطاقة والسحب تم بشكل طبيعي.
الموظف: نشكرك على المتابعة ويسعدنا رضاك."
2628,Positive,"العميل: تمت إعادة المحاولة ونجح السحب.
الموظف: ممتاز، إن واجهت أي أمر آخر نحن جاهزون."
2629,Positive,"العميل: ضبطت العملية بعد ما كلمتكم.
الموظف: تمام، هذا هدفنا دايم."
2630,Neutral,"العميل: فيه حد معين للسحب باليوم؟
الموظف: إيه، يعتمد على البطاقة."
2631,Positive,"العميل: رجعت جربت وسحبت عادي.
الموظف: ممتاز، أهم شي ارتحت."
2632,Positive,"العميل: رجعت جربت وسحبت عادي.
الموظف: ممتاز، أهم شي ارتحت."
2633,Positive,"العميل: ضبطت العملية بعد ما كلمتكم.
الموظف: تمام، هذا هدفنا دايم."
2634,Negative,"العميل: ما قدرت أسحب من أي جهاز.
الموظف: نتابع الموضوع ونرجع لك."
2635,Negative,"العميل: حاولت أسحب وكل مرة تنرفض العملية.
الموظف: نعتذر، راح نراجع حسابك."
2636,Negative,"العميل: لا يمكنني سحب أي مبلغ رغم وجود رصيد.
الموظف: نتحقق من البطاقة والحدود اليومية فورًا."
2637,Negative,"العميل: ما قدرت أسحب من أي جهاز.
الموظف: نتابع الموضوع ونرجع لك."
2638,Neutral,"العميل: أحيانًا يرفض الجهاز السحب، ليه؟
الموظف: يمكن يكون عطل بالصراف أو الحماية."
2639,Positive,"العميل: تم حل مشكلة السحب، شكراً للدعم السريع.
الموظف: نسعد دائمًا بخدمتك وتيسير أمورك البنكية."
2640,Positive,"العميل: تم تفعيل البطاقة والسحب تم بشكل طبيعي.
الموظف: نشكرك على المتابعة ويسعدنا رضاك."
2641,Neutral,"العميل: أحيانًا يرفض الجهاز السحب، ليه؟
الموظف: يمكن يكون عطل بالصراف أو الحماية."
2642,Positive,"العميل: تم تفعيل البطاقة والسحب تم بشكل طبيعي.
الموظف: نشكرك على المتابعة ويسعدنا رضاك."
2643,Neutral,"العميل: ما الأسباب الشائعة لرفض السحب النقدي؟
الموظف: من أبرزها تجاوز الحد اليومي أو رصيد غير كافٍ أو عطل بالصراف."
2644,Positive,"العميل: رجعت جربت وسحبت عادي.
الموظف: ممتاز، أهم شي ارتحت."
2645,Positive,"العميل: تمت إعادة المحاولة ونجح السحب.
الموظف: ممتاز، إن واجهت أي أمر آخر نحن جاهزون."
2646,Neutral,"العميل: هل هناك حدود يومية للسحب؟
الموظف: نعم، وتختلف حسب نوع البطاقة والحساب."
2647,Positive,"العميل: تمت إعادة المحاولة ونجح السحب.
الموظف: ممتاز، إن واجهت أي أمر آخر نحن جاهزون."
2648,Positive,"العميل: رجعت جربت وسحبت عادي.
الموظف: ممتاز، أهم شي ارتحت."
2649,Negative,"العميل: ما قدرت أسحب من أي جهاز.
الموظف: نتابع الموضوع ونرجع لك."
2650,Positive,"العميل: تم تفعيل البطاقة والسحب تم بشكل طبيعي.
الموظف: نشكرك على المتابعة ويسعدنا رضاك."
2651,Positive,"العميل: تم تفعيل البطاقة والسحب تم بشكل طبيعي.
الموظف: نشكرك على المتابعة ويسعدنا رضاك."
2652,Positive,"العميل: تم حل مشكلة السحب، شكراً للدعم السريع.
الموظف: نسعد دائمًا بخدمتك وتيسير أمورك البنكية."
2653,Positive,"العميل: ضبطت العملية بعد ما كلمتكم.
الموظف: تمام، هذا هدفنا دايم."
2654,Positive,"العميل: رجعت جربت وسحبت عادي.
الموظف: ممتاز، أهم شي ارتحت."
2655,Positive,"العميل: ضبطت العملية بعد ما كلمتكم.
الموظف: تمام، هذا هدفنا دايم."
2656,Neutral,"العميل: فيه حد معين للسحب باليوم؟
الموظف: إيه، يعتمد على البطاقة."
2657,Positive,"العميل: قدرت أسحب بعد التحديث.
الموظف: حلو، وأي وقت بالخدمة."
2658,Positive,"العميل: قدرت أسحب بعد التحديث.
الموظف: حلو، وأي وقت بالخدمة."
2659,Positive,"العميل: تم تفعيل البطاقة والسحب تم بشكل طبيعي.
الموظف: نشكرك على المتابعة ويسعدنا رضاك."
2660,Positive,"العميل: تم حل مشكلة السحب، شكراً للدعم السريع.
الموظف: نسعد دائمًا بخدمتك وتيسير أمورك البنكية."
2661,Negative,"العميل: تم رفض السحب بدون سبب واضح.
الموظف: نراجع حالتك الآن ونتواصل فور توفر التفاصيل."
2662,Neutral,"العميل: هل هناك حدود يومية للسحب؟
الموظف: نعم، وتختلف حسب نوع البطاقة والحساب."
2663,Neutral,"العميل: هل يمكن رفض السحب بسبب إعدادات الأمان؟
الموظف: نعم، بعض العمليات تُرفض لأسباب أمنية."
2664,Neutral,"العميل: هل هناك حدود يومية للسحب؟
الموظف: نعم، وتختلف حسب نوع البطاقة والحساب."
2665,Negative,"العميل: حاولت السحب لكن العملية تم رفضها.
الموظف: نأسف لذلك، دعنا نتحقق من السبب فوراً."
2666,Positive,"العميل: قدرت أسحب بعد التحديث.
الموظف: حلو، وأي وقت بالخدمة."
2667,Negative,"العميل: تم رفض السحب بدون سبب واضح.
الموظف: نراجع حالتك الآن ونتواصل فور توفر التفاصيل."
2668,Neutral,"العميل: ما الأسباب الشائعة لرفض السحب النقدي؟
الموظف: من أبرزها تجاوز الحد اليومي أو رصيد غير كافٍ أو عطل بالصراف."
2669,Negative,"العميل: البطاقة ترفض السحب رغم إن فيها رصيد.
الموظف: بنشيّك عليها ونتواصل معك."
